mid,desktop,mobile,pageview,room_1,room_2,room_3,tag_1,tag_2,tag_3,tag_4,tag_5
1891503,0,174,174,tvshow,klaibann,blueplanet,BEC (ช่อง 3),ชีวิตในต่างแดน,ธนวรรธน์ วรรธนะภูติ (โป๊ป),ละครโทรทัศน์,รายการข่าว
1888822,7,0,7,cartoon,social,siam,การ์ตูนญี่ปุ่น,การ์ตูน,หนังสือการ์ตูน,สำนักพิมพ์การ์ตูน,Light Novel
213740,36,0,36,supachalasai,tvshow,lumpini,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,ฟุตบอล,ฟุตบอลโลก,Premier League (League)
1921928,44,0,44,korea,isolate,chalermkrung,K-POP,BNK48,Produce 48 (รายการโทรทัศน์),นักร้องนักดนตรีเกาหลี,Mnet (สถานีโทรทัศน์)
1922018,0,27,27,korea,food,,K-POP,นักร้องนักดนตรีเกาหลี,วงดนตรีเกาหลี,GOT7,เพลงเกาหลี
1922579,87,0,87,korea,tvshow,chalermkrung,K-POP,นักร้องนักดนตรีเกาหลี,YG Entertainment,BLACKPINK,เพลงเกาหลี
212783,104,0,104,supachalasai,ratchada,social,รถยนต์,ฟุตบอลต่างประเทศ,ฟุตบอล,หาเพื่อน,สโมสรฟุตบอลอังกฤษ
212910,35,8,43,tvshow,cartoon,siliconvalley,ซีรีส์ฝรั่ง,ซีรีส์,Westworld (ซีรีส์),การ์ตูน,การ์ตูนญี่ปุ่น
1913396,60,0,60,tvshow,wahkor,chalermthai,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,วิทยาศาสตร์,ข่าวออนไลน์,ประสบการณ์ชีวิตคู่
1914797,28,0,28,tvshow,supachalasai,region,รายการข่าว,ถ้ำหลวง ขุนน้ำนางนอน,ผู้ประกาศข่าว,เรตติ้งละคร,สถานีโทรทัศน์
213283,24,0,24,beauty,tvshow,food,ความงาม,เครื่องสำอาง,แต่งหน้า,แฟชั่น,อาหารฝรั่ง
1917086,74,0,74,wahkor,ratchada,chalermthai,รถยนต์,วิทยาศาสตร์,อาวุธยุทโธปกรณ์,ดาราศาสตร์,Running Man
2089163,210,0,210,korea,isolate,cartoon,K-POP,Produce 48 (รายการโทรทัศน์),นักร้องนักดนตรีเกาหลี,Mnet (สถานีโทรทัศน์),AKB48
208373,52,0,52,korea,chalermkrung,lumpini,K-POP,นักร้องนักดนตรีเกาหลี,Produce 48 (รายการโทรทัศน์),มิวสิควิดีโอเพลงเกาหลี,Mamamoo
209221,67,0,67,tvshow,wahkor,social,รายการข่าว,ถ้ำหลวง ขุนน้ำนางนอน,ปัญหาชีวิต,ข่าวออนไลน์,ธรณีวิทยา
2060422,12,0,12,korea,,,K-POP,นักร้องนักดนตรีเกาหลี,GOT7,เพลงเกาหลี,JYP Entertainment
2060547,12,0,12,cartoon,isolate,library,Light Novel,การ์ตูน,Overlord (อนิเมะ),อนิเมะ,การ์ตูนญี่ปุ่น
209176,21,242,263,isolate,cartoon,social,BNK48,การ์ตูนญี่ปุ่น,การ์ตูน,อนิเมะ,ถ้ำหลวง ขุนน้ำนางนอน
2060816,58,0,58,chalermthai,korea,tvshow,K-POP,ภาพยนตร์ต่างประเทศ,Doctor Strange (ภาพยนตร์),Produce 48 (รายการโทรทัศน์),นักร้องนักดนตรีเกาหลี
208902,21,0,21,wahkor,tvshow,region,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,วิทยาศาสตร์,ข่าวออนไลน์,จังหวัดเชียงราย
2066048,0,42,42,tvshow,social,food,ปัญหาสังคม,นักแสดงชาย,นักแสดง,รายการข่าว,ทำอาหาร
2112778,0,50,50,tvshow,social,camera,นักแสดง,นักแสดงหญิง,3 HD (BEC),BEC (ช่อง 3),นักแสดงชาย
2107229,63,0,63,korea,blueplanet,gallery,Produce 48 (รายการโทรทัศน์),K-POP,AKB48,Mnet (สถานีโทรทัศน์),บันทึกนักเดินทาง
207555,25,0,25,tvshow,korea,blueplanet,รายการข่าว,ถ้ำหลวง ขุนน้ำนางนอน,ข่าวต่างประเทศ,เที่ยวต่างประเทศ,สังคมไทย
2117406,66,0,66,blueplanet,tvshow,ratchada,เที่ยวต่างประเทศ,บันทึกนักเดินทาง,สถานที่ท่องเที่ยวต่างประเทศ,ถ้ำหลวง ขุนน้ำนางนอน,สายการบิน
2117892,0,6,6,tvshow,,,เกมเสน่หา (ละคร),ณฐพร เตมีรักษ์ (แต้ว),BEC (ช่อง 3),3 HD (BEC),จิรายุ ตั้งศรีสุข (เจมส์)
2096838,11,18,29,chalermthai,cartoon,library,ภาพยนตร์,Ant-Man and the Wasp (ภาพยนตร์),การ์ตูน,ภาพยนตร์ต่างประเทศ,The Avengers
2098664,45,0,45,tvshow,social,silom,รายการข่าว,ปัญหาชีวิต,ปัญหาครอบครัว,ถ้ำหลวง ขุนน้ำนางนอน,มนุษย์เงินเดือน
2100765,8,0,8,cartoon,chalermthai,tvshow,การ์ตูนญี่ปุ่น,การ์ตูน,อนิเมะ,ภาพยนตร์แฟนตาซี,หนังสือการ์ตูน
2100815,136,23,159,korea,chalermkrung,wahkor,K-POP,นักร้องนักดนตรีเกาหลี,อาวุธยุทโธปกรณ์,AKB48,Produce 48 (รายการโทรทัศน์)
2009414,99,0,99,korea,tvshow,chalermthai,Produce 48 (รายการโทรทัศน์),นักแสดง,K-POP,พรีเซ็นเตอร์โฆษณา,BNK48
2010655,0,94,94,korea,social,ratchada,K-POP,Produce 48 (รายการโทรทัศน์),นักร้องนักดนตรีเกาหลี,Mnet (สถานีโทรทัศน์),AKB48
2011260,88,0,88,korea,tvshow,chalermthai,ซีรีส์เกาหลี,K-POP,นักร้องนักดนตรีเกาหลี,ซีรีส์,นักแสดงเกาหลี
1996306,0,45,45,korea,chalermkrung,isolate,K-POP,Produce 48 (รายการโทรทัศน์),นักร้องนักดนตรีเกาหลี,เค-ป็อป,AKB48
2006575,41,0,41,korea,tvshow,chalermkrung,K-POP,นักร้องนักดนตรีเกาหลี,วงดนตรีเกาหลี,นักแสดง,YG Entertainment
2008765,64,29,93,korea,food,isolate,Produce 48 (รายการโทรทัศน์),K-POP,AKB48,Mnet (สถานีโทรทัศน์),BNK48
2003256,35,0,35,korea,chalermkrung,tvshow,K-POP,นักร้องนักดนตรีเกาหลี,Produce 48 (รายการโทรทัศน์),PLEDIS Entertainment,BNK48
2054345,22,0,22,cartoon,library,,อนิเมะ,การ์ตูน,Light Novel,การ์ตูนญี่ปุ่น,ซอร์ดอาร์ตออนไลน์
2051974,0,90,90,supachalasai,cartoon,tvshow,ฟุตบอลโลก,ฟุตบอลโลก 2018,ฟุตบอลต่างประเทศ,ฟุตบอล,การ์ตูนญี่ปุ่น
2053331,0,60,60,chalermkrung,isolate,library,AKB48,นักร้องนักดนตรีญี่ปุ่น,J-POP,นักร้องนักดนตรีหญิง,Nogizaka46
2027348,226,14,240,supachalasai,tvshow,ratchada,ฟุตบอลไทย,มอเตอร์ไซค์,ถ้ำหลวง ขุนน้ำนางนอน,ฟุตบอล,รายการข่าว
2038915,130,0,130,klaibann,bangrak,siam,ปัญหาความรัก,ความรักวัยทำงาน,ปัญหาชีวิต,มนุษย์เงินเดือน,ฟุตบอล
209612,33,0,33,cartoon,home,chalermthai,การ์ตูนญี่ปุ่น,ภาพยนตร์รัก,การ์ตูน,Tomorrow I Will Date With Yesterday’s You (ภาพยนตร์),ภาพยนตร์ต่างประเทศ
2037633,197,0,197,tvshow,supachalasai,blueplanet,K-POP,เที่ยวต่างประเทศ,ฟุตบอลต่างประเทศ,หุ้น,ฟุตบอลโลก 2018
2734270,39,31,70,tvshow,chalermthai,mbk,ละครโทรทัศน์,ภาพยนตร์,นักแสดง,จัดสวน,AIS
2734408,69,23,92,sinthorn,supachalasai,social,หุ้น,ฟุตบอล,ฟุตบอลไทย,การเงิน,ฟุตบอลต่างประเทศ
2717059,33,0,33,chalermthai,korea,family,ภาพยนตร์ต่างประเทศ,ภาพยนตร์,ภาพยนตร์ระทึกขวัญ,Produce 48 (รายการโทรทัศน์),ภาพยนตร์สยองขวัญ
2717153,27,0,27,korea,chalermkrung,pantip,K-POP,นักร้องนักดนตรีเกาหลี,เพลงเกาหลี,JYP Entertainment,วงดนตรีเกาหลี
2717166,1,205,206,social,lumpini,beauty,ปัญหาชีวิต,มนุษย์เงินเดือน,ปัญหาความรัก,สุขภาพกาย,การเลี้ยงลูก
2723026,70,0,70,mbk,bangrak,siam,Realm of Valor (RoV) (เกม),เพศที่สาม,Mobile Operator,ปัญหาสังคม,เกมบนโทรศัพท์มือถือ
2725957,169,0,169,tvshow,supachalasai,wahkor,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,วอลเลย์บอล,ละครโทรทัศน์,นักแสดง
2726749,81,0,81,korea,tvshow,beauty,K-POP,นักร้องนักดนตรีเกาหลี,BLACKPINK,YG Entertainment,เพลงเกาหลี
2776970,0,44,44,chalermthai,cartoon,social,ภาพยนตร์ต่างประเทศ,ภาพยนตร์,ภาพยนตร์ระทึกขวัญ,ภาพยนตร์แอ็คชั่น,Marvel Comic
189927,8,416,424,bangrak,lumpini,tvshow,ปัญหาความรัก,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,ปัญหาชีวิต,วิทยาศาสตร์
2753840,54,0,54,chalermkrung,korea,tvshow,นักร้องนักดนตรีเกาหลี,เค-ป็อป,ซีรีส์เกาหลี,BLACKPINK,K-POP
2756130,0,56,56,korea,chalermkrung,isolate,K-POP,Produce 48 (รายการโทรทัศน์),AKB48,นักร้องนักดนตรีญี่ปุ่น,J-POP
2756407,165,1,166,social,wahkor,supachalasai,อาวุธยุทโธปกรณ์,BNK48,ฟุตบอลต่างประเทศ,ปัญหาชีวิต,ฟุตบอล
2750547,42,0,42,korea,food,social,K-POP,นักร้องนักดนตรีเกาหลี,ซีรีส์เกาหลี,อาหาร,วงดนตรีเกาหลี
2756421,0,60,60,korea,tvshow,bangrak,K-POP,นักร้องนักดนตรีเกาหลี,ปัญหาความรัก,ความรักวัยทำงาน,ชีวิตวัยรุ่น
2762814,38,0,38,supachalasai,tvshow,beauty,ฟุตบอลไทย,ฟุตบอล,ไทยพรีเมียร์ลีก,สโมสรฟุตบอลไทย,ฟุตบอลต่างประเทศ
2664522,0,55,55,cartoon,supachalasai,siliconvalley,อนิเมะ,การ์ตูน,การ์ตูนญี่ปุ่น,ฟุตบอลต่างประเทศ,ฟุตบอล
2665444,116,5,121,sinthorn,social,food,หุ้น,การเงิน,ธนาคาร,การออมเงิน,การลงทุน
2659956,11,0,11,chalermthai,cartoon,siam,Zootopia (ภาพยนตร์),ภาพยนตร์,ภาพยนตร์แอนิเมชัน,Disney,การ์ตูน
2675441,0,99,99,tvshow,beauty,food,ความงาม,ละครโทรทัศน์,BEC (ช่อง 3),Skin Care,3 HD (BEC)
2648320,0,230,230,bangrak,siam,lumpini,ความรักวัยรุ่น,ปัญหาความรัก,ความรักวัยทำงาน,ศาลาคนโสด,ศาลาคนเศร้า
2644682,0,191,191,korea,supachalasai,social,K-POP,นักร้องนักดนตรีเกาหลี,YG Entertainment,เพลงเกาหลี,ฟุตบอล
2655668,131,0,131,mbk,silom,sinthorn,งานราชการ,ศาลาเครื่องราชอิสริยยศ,สมาร์ทโฟน,iPhone,มนุษย์เงินเดือน
2655799,11,0,11,cartoon,isolate,library,การ์ตูนญี่ปุ่น,การ์ตูน,Overlord (อนิเมะ),วันพีซ One piece,Light Novel
2696120,0,49,49,chalermthai,cartoon,wahkor,ภาพยนตร์ต่างประเทศ,ภาพยนตร์,Justice League (ภาพยนตร์),DC Comic,Godzilla
2708474,0,48,48,korea,lumpini,beauty,K-POP,นักร้องนักดนตรีเกาหลี,เพลงเกาหลี,ค่ายเพลงเกาหลี,วงดนตรีเกาหลี
2705380,194,0,194,tvshow,korea,food,K-POP,นักร้องนักดนตรีเกาหลี,ละครโทรทัศน์,3 HD (BEC),BEC (ช่อง 3)
2704226,0,114,114,cartoon,korea,home,การ์ตูน,การ์ตูนญี่ปุ่น,K-POP,นักร้องนักดนตรีเกาหลี,อนิเมะ
2681855,8,0,8,rajdumnern,social,sinthorn,การเมือง,ปัญหาชีวิต,พรรคการเมือง,นักการเมือง,ฝ่ายค้าน
2876553,74,19,93,korea,blueplanet,klaibann,K-POP,นักร้องนักดนตรีเกาหลี,S．M． Entertainment,I．O．I,Produce 48 (รายการโทรทัศน์)
2875487,47,0,47,korea,chalermkrung,isolate,K-POP,นักร้องนักดนตรีเกาหลี,YG Entertainment,BLACKPINK,มิวสิควิดีโอเพลงเกาหลี
2852494,210,0,210,supachalasai,rajdumnern,tvshow,การเมือง,ฟุตบอล,ฟุตบอลต่างประเทศ,Realm of Valor (RoV) (เกม),การ์ตูนการเมือง
2852925,23,0,23,cartoon,chalermkrung,bangrak,การ์ตูน,การ์ตูนญี่ปุ่น,เพลง,มิวสิควิดีโอ,ความรักวัยทำงาน
187940,45,0,45,blueplanet,tvshow,region,เที่ยวต่างประเทศ,บันทึกนักเดินทาง,เกาะกูด,ไต้หวัน,อาวุธยุทโธปกรณ์
187989,157,12,169,chalermthai,blueplanet,food,เที่ยวต่างประเทศ,ภาพยนตร์,อาหาร,ภาพยนตร์ต่างประเทศ,Marvel Comic
2855896,0,56,56,korea,beauty,chalermkrung,K-POP,นักร้องนักดนตรีเกาหลี,Produce 48 (รายการโทรทัศน์),S．M． Entertainment,Mnet (สถานีโทรทัศน์)
2862908,0,262,262,supachalasai,korea,chalermthai,ฟุตบอล,ฟุตบอลต่างประเทศ,K-POP,ฟุตบอลโลก 2018,ฟุตบอลโลก
2860601,0,31,31,blueplanet,region,siam,เที่ยวไทย,Backpack,บันทึกนักเดินทาง,เที่ยวทะเล,รถโดยสาร
2863013,23,0,23,chalermkrung,tvshow,social,นักร้องนักดนตรีเกาหลี,เค-ป็อป,นักร้องนักดนตรีเอเชีย,ค่ายเพลง,นักร้องนักดนตรี
2856389,106,0,106,library,klaibann,cartoon,ประวัติศาสตร์,เรียนต่อต่างประเทศ,แฟรี่เทล ศึกจอมเวทอภินิหาร,คนไทยในออสเตรเลีย,การ์ตูนญี่ปุ่น
2863777,0,73,73,korea,chalermkrung,beauty,นักร้องนักดนตรีเกาหลี,K-POP,น้ำหอม,เค-ป็อป,BLACKPINK
2858469,0,185,185,tvshow,chalermthai,korea,ซีรีส์เกาหลี,ซีรีส์,นักแสดงเกาหลี,ซีรีย์เกาหลี,ซีรีย์
2899720,158,0,158,region,tvshow,wahkor,รายการข่าว,วิทยาศาสตร์,จังหวัดเชียงราย,ข่าวออนไลน์,ถ้ำหลวง ขุนน้ำนางนอน
186928,0,74,74,wahkor,tvshow,social,ถ้ำหลวง ขุนน้ำนางนอน,อาวุธยุทโธปกรณ์,รายการข่าว,เที่ยวต่างประเทศ,วิทยาศาสตร์
2897607,1,73,74,korea,isolate,chalermkrung,K-POP,นักร้องนักดนตรีเกาหลี,BLACKPINK,YG Entertainment,เค-ป็อป
2887894,0,101,101,korea,tvshow,isolate,BLACKPINK,K-POP,YG Entertainment,นักร้องนักดนตรีเกาหลี,นักแสดงชาย
186460,4,105,109,supachalasai,blueplanet,ratchada,ฟุตบอลต่างประเทศ,ฟุตบอล,Premier League (League),สโมสรฟุตบอลอังกฤษ,ฟุตบอลโลก 2018
2891250,96,0,96,wahkor,tvshow,social,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,วิทยาศาสตร์,เรื่องเล่าเสาร์-อาทิตย์,3 HD (BEC)
2802423,485,0,485,food,tvshow,blueplanet,ทำอาหาร,อาหาร,บันทึกนักเดินทาง,สูตรอาหาร,เที่ยวต่างประเทศ
2812073,181,0,181,korea,isolate,chalermkrung,K-POP,นักร้องนักดนตรีเกาหลี,Produce 48 (รายการโทรทัศน์),BNK48,Mnet (สถานีโทรทัศน์)
2813427,101,17,118,supachalasai,korea,chalermkrung,วอลเลย์บอล,K-POP,Produce 48 (รายการโทรทัศน์),กีฬา,นักวอลเลย์บอล
2813511,30,0,30,food,tvshow,beauty,สูตรอาหาร,อาหาร,ความงาม,คลินิกความงาม,อาหารไทย
189623,148,0,148,blueplanet,isolate,camera,เที่ยวต่างประเทศ,BNK48,บันทึกนักเดินทาง,เที่ยวญี่ปุ่น,AKB48
2788298,54,0,54,chalermkrung,korea,isolate,นักร้องนักดนตรีญี่ปุ่น,AKB48,K-POP,J-POP,BNK48
2796245,0,235,235,tvshow,chalermthai,korea,ละครโทรทัศน์,3 HD (BEC),นักแสดง,BEC (ช่อง 3),ธนวรรธน์ วรรธนะภูติ (โป๊ป)
2793279,67,0,67,supachalasai,tvshow,home,ฟุตบอลต่างประเทศ,สโมสรฟุตบอลอังกฤษ,Premier League (League),Liverpool F．C．,ฟุตบอล
2829724,0,121,121,beauty,siam,tvshow,เครื่องสำอาง,เมีย2018 (ละคร),เรื่องเล่าสยองขวัญ,แต่งหน้า,ความงาม
2829866,0,111,111,supachalasai,tvshow,chalermthai,ฟุตบอลต่างประเทศ,ฟุตบอล,ฟุตบอลโลก 2018,ฟุตบอลโลก,ฟุตบอลไทย
2831628,0,205,205,lumpini,beauty,wahkor,ทันตกรรม,ศัลยกรรมความงาม,ความงาม,แพทย์,การ์ตูน
2817594,61,0,61,supachalasai,korea,horoscope,วอลเลย์บอล,K-POP,นักร้องนักดนตรีเกาหลี,Produce 48 (รายการโทรทัศน์),BLACKPINK
2817712,0,53,53,korea,tvshow,chalermthai,K-POP,นักร้องนักดนตรีเกาหลี,ซีรีส์จีน,BLACKPINK,ซีรีส์
2819185,76,118,194,supachalasai,isolate,cartoon,ฟุตบอลต่างประเทศ,BNK48,ฟุตบอล,สโมสรฟุตบอลอังกฤษ,Premier League (League)
2820001,138,0,138,supachalasai,blueplanet,wahkor,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,ฟุตบอล,ฟุตบอลโลก,เที่ยวญี่ปุ่น
2820382,234,0,234,korea,tvshow,library,K-POP,นักร้องนักดนตรีเกาหลี,เพลงเกาหลี,ชลธร คงยิ่งยง (กัปตัน),นักแสดง
188840,28,11,39,cartoon,social,chalermthai,การ์ตูน,การ์ตูนญี่ปุ่น,ปัญหาชีวิต,ครอบครัว,อนิเมะ
2815357,0,101,101,siam,library,lumpini,มหาวิทยาลัย,การศึกษา,การเรียน,โรงเรียน,ชีวิตวัยรุ่น
188509,112,0,112,cartoon,blueplanet,chalermthai,ภาพยนตร์,การ์ตูน,การ์ตูนญี่ปุ่น,คนไทยในญี่ปุ่น,อนิเมะ
188657,28,0,28,cartoon,ratchada,social,การ์ตูนญี่ปุ่น,การ์ตูน,หนังสือการ์ตูน,รถยนต์,การจราจร
2466815,189,0,189,tvshow,wahkor,region,รายการข่าว,ถ้ำหลวง ขุนน้ำนางนอน,จังหวัดเชียงราย,วิทยาศาสตร์,ข่าวออนไลน์
2463673,44,0,44,tvshow,pantip,,จิรายุ ตั้งศรีสุข (เจมส์),เกมเสน่หา (ละคร),BEC (ช่อง 3),ณฐพร เตมีรักษ์ (แต้ว),ละครโทรทัศน์
2463714,24,0,24,korea,library,beauty,K-POP,Produce 48 (รายการโทรทัศน์),นักร้องนักดนตรีเกาหลี,Mnet (สถานีโทรทัศน์),รายการวาไรตี้โชว์เกาหลี
2464896,0,44,44,chalermthai,supachalasai,tvshow,ภาพยนตร์ต่างประเทศ,ภาพยนตร์,ภาพยนตร์ระทึกขวัญ,ภาพยนตร์สยองขวัญ,ภาพยนตร์แอ็คชั่น
2465617,0,75,75,korea,tvshow,chalermkrung,K-POP,นักร้องนักดนตรีเกาหลี,ละครโทรทัศน์,นักแสดง,เพลงเกาหลี
197738,51,0,51,sinthorn,cartoon,wahkor,หุ้น,การ์ตูนญี่ปุ่น,การ์ตูน,อาวุธยุทโธปกรณ์,ตลาดหลักทรัพย์
197776,70,0,70,klaibann,blueplanet,library,เรียนภาษาที่ต่างประเทศ,เรียนต่อต่างประเทศ,วีซ่า,ชีวิตในต่างแดน,คนไทยในออสเตรเลีย
2449303,96,0,96,horoscope,bangrak,siam,ดูดวง,ความเชื่อส่วนบุคคล,หมอดู,ดูดวงความรัก,ปัญหาความรัก
198517,25,9,34,tvshow,wahkor,region,รายการข่าว,ถ้ำหลวง ขุนน้ำนางนอน,วิทยาศาสตร์,จังหวัดเชียงราย,ข่าวออนไลน์
2446422,0,50,50,chalermthai,lumpini,beauty,ภาพยนตร์ระทึกขวัญ,ฟิตเนส,ลดความอ้วน,ภาพยนตร์,ภาพยนตร์ต่างประเทศ
2447468,125,0,125,supachalasai,ratchada,sinthorn,ฟุตบอลต่างประเทศ,สโมสรฟุตบอลอังกฤษ,ฟุตบอล,Premier League (League),Liverpool F．C．
2456659,9,73,82,korea,chalermkrung,library,K-POP,นักร้องนักดนตรีเกาหลี,S．M． Entertainment,Produce 48 (รายการโทรทัศน์),Red Velvet
2454512,21,64,85,tvshow,beauty,social,รายการข่าว,ถ้ำหลวง ขุนน้ำนางนอน,BEC (ช่อง 3),นักแสดง,ความงาม
2495857,0,93,93,siam,bangrak,klaibann,ความรักวัยรุ่น,ชีวิตในต่างแดน,คนรักต่างชาติ,ปัญหาความรัก,แม่บ้านต่างแดน
2496702,0,110,110,korea,tvshow,blueplanet,K-POP,นักร้องนักดนตรีเกาหลี,S．M． Entertainment,ซีรีส์เกาหลี,นักแสดงเกาหลี
2501136,0,109,109,cartoon,chalermthai,tvshow,การ์ตูนญี่ปุ่น,การ์ตูน,Shonen Jump (นิตยสารการ์ตูน),ภาพยนตร์ต่างประเทศ,BNK48
2501161,0,183,183,horoscope,siam,religious,ดูดวง,หมอดู,โหราศาสตร์,ดูดวงไพ่ยิปซี,ความเชื่อส่วนบุคคล
2502017,0,80,80,korea,chalermkrung,beauty,นักร้องนักดนตรีเกาหลี,K-POP,เค-ป็อป,S．M． Entertainment,ลดความอ้วน
2502906,0,58,58,korea,isolate,chalermkrung,BLACKPINK,YG Entertainment,K-POP,นักร้องนักดนตรีเกาหลี,ลลิษา มโนบาล (ลลิส)
2479843,0,108,108,food,social,korea,K-POP,ปัญหาชีวิต,อาหาร,ความงาม,รายการข่าว
197474,232,0,232,wahkor,tvshow,region,BNK48,ถ้ำหลวง ขุนน้ำนางนอน,วิทยาศาสตร์,รายการข่าว,ข่าวออนไลน์
2490432,71,0,71,ratchada,wahkor,social,มอเตอร์ไซค์,Big Bike,อาวุธยุทโธปกรณ์,รถยนต์,ถ้ำหลวง ขุนน้ำนางนอน
2402648,38,0,38,tvshow,korea,pantip,จิรายุ ตั้งศรีสุข (เจมส์),เกมเสน่หา (ละคร),K-POP,Produce 48 (รายการโทรทัศน์),BEC (ช่อง 3)
2400096,0,172,172,korea,tvshow,beauty,Produce 48 (รายการโทรทัศน์),K-POP,ความงาม,BNK48,นักแสดง
2401172,198,0,198,tvshow,pantip,chalermthai,เกมเสน่หา (ละคร),จิรายุ ตั้งศรีสุข (เจมส์),BEC (ช่อง 3),3 HD (BEC),ละครโทรทัศน์
2412053,106,0,106,sinthorn,social,home,หุ้น,การลงทุน,ตลาดหลักทรัพย์,การเงิน,Technical Analysis
2397953,0,39,39,korea,beauty,chalermkrung,K-POP,นักร้องนักดนตรีเกาหลี,ความงาม,เพลงเกาหลี,BTS
2387125,0,192,192,wahkor,library,social,ประวัติศาสตร์,อาวุธยุทโธปกรณ์,ปัญหาสังคม,ภาพยนตร์,ฟุตบอลโลก 2018
2378333,0,261,261,lumpini,beauty,supachalasai,โรคติดต่อทางเพศสัมพันธ์,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,สุขภาพกาย,ความงาม
200615,100,111,211,supachalasai,tvshow,library,ฟุตบอลต่างประเทศ,ฟุตบอล,ฟุตบอลโลก 2018,ฟุตบอลโลก,วอลเลย์บอล
2393674,258,0,258,food,social,tvshow,พระเครื่อง,ร้านอาหาร,อาหาร,ปัญหาสังคม,ฟุตบอล
2393694,0,48,48,rajdumnern,region,greenzone,การเมือง,การ์ตูนการเมือง,รัฐศาสตร์,รัฐบาล,กวีการเมือง
200264,87,0,87,isolate,supachalasai,chalermkrung,BNK48,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,ฟุตบอลโลก,ฟุตบอล
2388820,68,0,68,isolate,chalermkrung,tvshow,BNK48,ถ้ำหลวง ขุนน้ำนางนอน,เฌอปราง อารีย์กุล (เฌอปราง BNK48),ฟุตบอล,รายการข่าว
2390770,0,414,414,camera,lumpini,blueplanet,กล้อง Mirrorless,เลนส์กล้อง,กล้องถ่ายรูป,กล้อง Olympus,กล้อง Fuji
2435571,6,0,6,chalermthai,tvshow,chalermkrung,นักแสดงภาพยนตร์,นักแสดงฝรั่ง,ภาพยนตร์,นักแสดง,ภาพยนตร์ต่างประเทศ
2445570,0,165,165,korea,tvshow,chalermkrung,K-POP,นักร้องนักดนตรีเกาหลี,เพลงเกาหลี,เกมเสน่หา (ละคร),ณฐพร เตมีรักษ์ (แต้ว)
2441964,0,111,111,silom,supachalasai,social,มนุษย์เงินเดือน,วอลเลย์บอล,ทรัพยากรบุคคล,ปัญหาชีวิต,สัมภาษณ์งาน
2422134,65,0,65,korea,isolate,chalermkrung,Produce 48 (รายการโทรทัศน์),K-POP,Mnet (สถานีโทรทัศน์),นักร้องนักดนตรีเกาหลี,BNK48
2422349,135,10,145,ratchada,social,home,รถยนต์,มอเตอร์ไซค์,ซ่อมบำรุงรถยนต์,DIY เครื่องใช้ในบ้าน,เครื่องมือช่าง
2422546,130,0,130,korea,tvshow,beauty,นักร้องนักดนตรีเกาหลี,K-POP,Skin Care,นักแสดง,YG Entertainment
2415038,41,0,41,tvshow,wahkor,region,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,วิทยาศาสตร์,จังหวัดเชียงราย,ข่าวออนไลน์
199493,169,88,257,supachalasai,tvshow,food,ฟุตบอลต่างประเทศ,ฟุตบอล,สโมสรฟุตบอลอังกฤษ,ถ้ำหลวง ขุนน้ำนางนอน,Premier League (League)
199207,67,0,67,cartoon,food,tvshow,การ์ตูนญี่ปุ่น,การ์ตูน,อนิเมะ,อาหาร,ร้านอาหาร
2423775,0,243,243,home,social,sinthorn,บ้าน,ตกแต่งบ้าน,ออกแบบและสร้างบ้าน,อสังหาริมทรัพย์,คอนโดมิเนียม
2425878,84,1,85,cartoon,jatujak,food,การ์ตูน,สัตว์เลี้ยง,อนิเมะ,การ์ตูนญี่ปุ่น,แมว
2601292,14,104,118,supachalasai,chalermthai,bangrak,ฟุตบอลต่างประเทศ,ฟุตบอล,Premier League (League),สโมสรฟุตบอลอังกฤษ,ภาพยนตร์ต่างประเทศ
194032,40,0,40,food,korea,social,K-POP,ร้านอาหาร,นักร้องนักดนตรีเกาหลี,อาหาร,คุ้มครองผู้บริโภค
2610877,81,0,81,tvshow,supachalasai,chalermkrung,ละครโทรทัศน์,3 HD (BEC),เมีย2018 (ละคร),เทนนิส,one HD (GMM)
2606069,97,0,97,cartoon,siam,bangrak,อนิเมะ,การ์ตูน,การ์ตูนญี่ปุ่น,ความรักวัยรุ่น,ปัญหาความรัก
2606095,0,42,42,ratchada,blueplanet,region,มอเตอร์ไซค์,เที่ยวไทย,บันทึกนักเดินทาง,จังหวัดหนองคาย,รถยนต์
2606174,60,0,60,tvshow,korea,social,นักแสดง,BNK48,นักแสดงชาย,K-POP,Produce 48 (รายการโทรทัศน์)
193937,0,95,95,cartoon,siliconvalley,silom,การ์ตูนญี่ปุ่น,การ์ตูน,อนิเมะ,Light Novel,มังงะ
2592411,39,0,39,blueplanet,tvshow,social,เที่ยวต่างประเทศ,รายการข่าว,บันทึกนักเดินทาง,ถ้ำหลวง ขุนน้ำนางนอน,สายการบิน
